cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount_2	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
13	-0.00841415247829716	0.5124044485193576	-1.1530450882120595	-0.16430901148940275	-1.0173461212572343	0.48217653055027865	0.367111739321285	-0.5558070366753787	-0.18057939810328358	-0.2662922040682047	-0.3196835401706169	-0.5760428568214572	156.721	181.4	C1=CC(=C(C=C1Cl)Cl)Cl	0.0	94	0	0	0	0	9	0	0	48	3	-0.08428709445773132	0.06547384247015099	0.06547384247015099	0.08428709445773132	0.08999999999999991	72.5561133006454	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.9720196282547264	0.46083459782412445	0.002864826148382382	0.2348996430128056	0.7651003569877338	2.0079889545091917e-12	2.5031772228931577	3.6468000000000007	41.47200000000001	9	125.436	146.33358379946128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.030	4.595	0.965
66	0.4910145890135651	0.7837252345350949	-1.3800390574299934	0.010467009060828343	-0.38570641421536883	0.3228518023462689	0.05088440533048246	-0.48494424760396837	-0.15474239100971496	-0.1756728813587578	-0.39203206831482185	-0.6887275859612065	149.941	163.0	C1=CC(=C(C=C1Cl)O)Cl	20.2	97	0	1	1	0	9	0	0	48	3	-0.5063397423514364	0.29317542957432996	0.29317542957432996	0.5063397423514364	-0.4000000000000001	68.53872158425483	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.986291735526608	0.5866529980948629	0.005137319416225621	0.16501094640026592	0.834989053600634	3.040858009452652e-12	2.4582040517884116	2.6990000000000003	38.12680000000001	9	119.855	148.7576352730699	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.689	3.834	0.969
72	0.08762284140854269	0.4633869086753362	-0.9083327826512321	-0.35906681277017005	0.9178598867667483	0.027062793585470257	-0.9249428039666823	-0.29592509570730424	0.21659823564134803	0.32833610160067467	-0.3827592167467085	-0.09222650251830096	165.561	154.12	C1=CC(=C(C=C1C(=O)O)O)O	77.8	157	0	3	4	1	11	0	0	58	4	-0.5042595843842756	0.33532252564441734	0.33532252564441734	0.5042595843842756	-1.71	71.03040236591397	1	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0.0	0.9778784056067453	0.5036793181661148	0.004012857857213634	0.20917414717887486	0.7912823558081445	0.0038569311354153127	2.473452066915331	0.7959999999999998	36.7309	11	128.355	175.27203459043056	1	0	0	2	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	132.904	4.550	0.966
102	0.6130563852053614	0.8025908839050211	-1.5519026583502669	-0.20947832707631692	0.06794271440947319	0.13217467193064292	0.12993919687977085	0.20336923648063077	-0.005789095453740218	0.00412238106669758	-0.16081441311389288	-0.06560925685286136	152.650	124.14	C1=CC(=CC(=C1)O)CO	40.5	83	0	2	2	1	9	0	0	48	2	-0.5079548511567477	0.29309233801180634	0.29309233801180634	0.5079548511567477	-1.02	64.79791725588258	1	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9582785869666901	0.37617103612435115	0.004827951917379656	0.28583587906545954	0.7797390002563686	0.17367860508698937	2.16813410926522	0.8844999999999996	34.029599999999995	9	117.067	173.1506936408762	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	122.332	5.265	0.957
125	0.7767925285212586	0.4313283088992354	-1.6103148946370107	-0.1190890246587764	0.17556595120060509	-0.05450277644435274	0.14280924988600893	0.23375012106636434	-0.06493029729656524	-0.031401028341771366	-0.22410983588859992	-0.11146630338436583	151.229	124.14	C1=CC(=CC=C1CO)O	40.5	75	0	2	2	1	9	0	0	48	2	-0.5079666212710555	0.29309207062501824	0.29309207062501824	0.5079666212710555	-1.02	64.79791725588258	1	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9834459999801956	0.5523171689368176	0.008212080378089995	0.1812014490089779	0.8845670850966068	0.15198909312447573	2.2239738096682085	0.8844999999999994	34.029599999999995	9	117.040	172.56982249593892	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	122.313	5.273	0.957
135	0.16368375429817064	0.1774217190696852	-0.9698689816192988	-0.6601594656935453	0.8499048990916798	0.08895832690343364	-0.890834186835838	-0.22894207848522413	0.2235427183024886	0.16638995053066719	-0.32107768936008896	0.05718247416060033	156.075	138.12	C1=CC(=CC=C1C(=O)O)O	57.5	125	0	2	3	1	10	0	0	52	3	-0.507966178790397	0.33518285963636446	0.33518285963636446	0.507966178790397	-1.51	66.14949835559072	1	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0	0.0	0.9866269588304368	0.5905266517389276	0.006555795231568038	0.1629946137423054	0.839476032446512	0.02288346705665366	2.3863903620744824	1.0903999999999996	35.06609999999999	10	120.102	169.3754237340196	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	124.200	4.098	0.967
240	-0.28190720202518205	0.13016195305837322	-0.991677763774217	-0.2853446807348899	-0.8108508380101108	0.4710739566182355	-0.20413586169078843	-0.4201132066129002	0.09518815689662535	-0.5330176840866866	0.4586355732006533	0.4068789931741174	130.273	106.12	C1=CC=C(C=C1)C=O	17.1	72	0	0	1	1	8	0	0	40	1	-0.2978964116504968	0.14954802883036308	0.14954802883036308	0.2978964116504968	-1.11	56.387690334944224	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0.9733326701767383	0.46967607678570317	0.00822769015911755	0.22939815423542703	0.7706018458144737	7.744461463972097e-11	1.9614366824458747	1.4990999999999999	31.829499999999996	8	102.537	144.15651280482084	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.137	2.601	0.975
241	0.07552463065517763	-0.18024845396673145	-1.0932627529382157	-0.37502746089797306	-1.065006742662044	0.11479359468575824	0.38065720009636056	-0.1765411315360985	0.061957771723811415	-0.14923873233604584	-0.06186901442187587	0.04341802177462235	109.717	78.11	C1=CC=CC=C1	0.0	15	0	0	0	0	6	0	0	30	0	-0.062268570782092456	0.062268570782092456	0.062268570782092456	0.062268570782092456	-0.78	45.86122612050386	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.8727219962479462	0.2504164826378958	0.006001126955608419	0.488217489716417	0.5117825102945638	5.211462313049405e-11	1.4953925320999488	1.6866	26.441999999999993	6	83.352	125.70525098226275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.850	1.498	0.982
244	0.2790775620830938	0.10136516513620523	-1.4947046359299878	-0.48956724210051683	-0.48738548849684427	0.218257238554483	0.4574538547289686	0.32887576021925563	0.2873154621974452	-0.052808660543414446	-0.17444261771221645	0.14617506319895177	139.928	108.14	C1=CC=C(C=C1)CO	20.2	55	0	1	1	1	8	0	0	42	1	-0.3916804684282009	0.21052819736346176	0.21052819736346176	0.3916804684282009	-0.8200000000000001	59.91701324555934	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9706215176779176	0.4499575136912059	0.0075982553347822045	0.24061144906387147	0.7710969866675059	0.07636265159529645	1.9806774397334133	1.1788999999999998	32.364799999999995	8	108.246	159.03427908447372	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	111.905	3.659	0.967
289	0.4540106890633469	0.5712791962830601	-1.3354766971520693	-0.14187565021432316	-0.41781956281890614	0.25852632824744903	-0.1530052686808474	-0.10526628626940854	0.2313186966219299	-0.0010947770142403198	-0.19089077173821078	-0.17983626888437398	131.394	110.11	C1=CC=C(C(=C1)O)O	40.5	62	0	2	2	0	8	0	0	42	2	-0.5042601246702529	0.29329362056729674	0.29329362056729674	0.5042601246702529	-1.18	55.62303414115035	1	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0.0	0.9181883458037392	0.2823581331448818	0.004054849615916599	0.3961441172479946	0.6038558827556443	1.658580273687831e-11	1.8477165287498967	1.0977999999999994	29.771599999999992	8	100.116	144.5958537723497	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.094	2.978	0.971
323	0.18697752269184229	0.8202846036576339	0.08416428137483911	-0.9703944722510076	-0.9799720865306563	-0.07738565667339331	0.27757060172102865	-0.2752147072797702	0.37378318886094075	-0.19349480935851363	0.10782710039165729	0.3117278501280561	154.897	146.14	C1=CC=C2C(=C1)C=CC(=O)O2	26.3	196	0	0	2	0	11	0	0	54	2	-0.4227294736611369	0.33569031616433825	0.33569031616433825	0.4227294736611369	-1.5699999999999998	71.50922957629184	2	0	0	1	2	0	0	0	0	0	2	1	1	0	0	0	0.0	0.9727689352454705	0.46583066065296896	0.004533294930961406	0.23177704507002786	0.768222954936974	4.772907132951082e-11	2.23670887502138	1.7929999999999997	42.484000000000016	11	126.897	170.00651947219646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	130.046	3.148	0.976
338	-0.008873168387934137	0.21296975802986168	-0.9210713965825864	-0.8788985158576795	0.6033385653073543	0.3082202971750918	-0.8205868261306392	-0.1166582221634766	0.5661618554843577	0.20396086770640104	-0.2861326017385024	0.14905661367101486	150.617	138.12	C1=CC=C(C(=C1)C(=O)O)O	57.5	133	0	2	3	1	10	0	0	52	3	-0.507052890945198	0.33896908736073095	0.33896908736073095	0.507052890945198	-1.51	66.14949835559072	1	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0	0.0	0.9395213613770013	0.32426446297173855	0.0030560975704059094	0.3424903086458159	0.6579749403858511	0.0030682038647706447	2.1336147459088384	1.0903999999999998	35.06609999999999	10	119.326	166.63792459547915	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	123.115	3.789	0.969
366	-1.264848084738157	0.695704073008146	1.9102313463767135	-1.136387101622527	0.24538686042420013	-1.163164828376125	0.22760186717784223	-0.6387529892064981	-0.6810837319165198	-0.21366093556166846	0.04416804466203955	-0.4683467945031632	230.636	218.2	CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C	52.6	345	0	0	4	2	16	0	0	82	4	-0.42658717753298575	0.33596215913133565	0.33596215913133565	0.42658717753298575	-2.1	105.49900524970356	2	0	0	1	4	0	0	0	0	0	2	1	1	0	0	0	0.16666666666666666	0.9782981307073575	0.502880407899462	0.0020295225321518948	0.20720223805376783	0.8522667946989682	0.07224611759165984	3.092579873865917	2.0267199999999996	58.53000000000003	16	187.690	255.3047943504863	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	196.155	8.465	0.957
681	0.6381249969791559	0.7483665975266988	-1.5875622696369487	0.17646770962063366	0.20774042568930598	-0.07649209472215283	0.08734773837842813	0.1470584699392605	-0.034112246990291493	0.18904902711580787	-0.3896873081504058	-0.33334307736402774	191.551	153.18	C1=CC(=C(C=C1CCN)O)O	66.5	119	0	3	3	2	11	0	0	60	3	-0.5042598931005379	0.293293782830755	0.293293782830755	0.5042598931005379	-1.22	80.83377483227201	1	0	0	0	3	4	0	0	0	0	1	1	0	0	0	0	0.25	0.9676804087560495	0.42506480621565346	0.003771943886192658	0.2521797503958726	0.8565561930480107	0.23494987555081828	2.4896245916235893	0.5989999999999995	42.53000000000001	11	145.548	219.7897517064082	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.230	8.682	0.944
780	0.27012100871053835	0.45405589222144477	-1.095561997245615	-0.5891922765089034	1.2396209033341112	-0.14894765881846028	-0.6650442405253837	-0.021361021313388063	0.06778948240035483	0.2959253649851296	-0.31560012196578946	0.06845051814442613	187.111	168.15	C1=CC(=C(C=C1O)CC(=O)O)O	77.8	168	0	3	4	2	12	0	0	64	4	-0.5079513734166975	0.30746184216642614	0.30746184216642614	0.5079513734166975	-1.7099999999999997	80.20528548064618	1	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	0.125	0.9533670670368287	0.3503689934819418	0.0027199514390679694	0.30181324604727816	0.8157927783099438	0.19591740344096661	2.501508229399116	0.7248999999999997	41.11140000000002	12	144.863	205.33226324254784	1	0	0	2	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	152.620	7.757	0.949
801	-0.5781411932822088	-0.11393500821783023	-0.8410034762797967	-1.3140681937854721	0.009383403650965124	0.17367635833605585	0.07849120524518428	0.14182696247423784	0.6864092380406578	-0.11736762128665269	-0.06181060920354928	0.22447271857216275	189.790	174.18	C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-]	55.9	200	-1	1	2	1	13	0	0	66	3	-0.5498048219821321	0.16593685208753878	0.16593685208753878	0.5498048219821321	-1.77	86.30568878686029	2	0	0	1	3	1	0	0	0	0	2	1	1	0	0	0	0.1	0.9445967015841454	0.3187393288120673	0.0022102400224194214	0.3282332575415731	0.7611678015900496	0.1436938448483412	2.508575662584642	0.46029999999999954	47.00970000000002	13	153.932	213.95036090429932	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	162.074	8.142	0.950
802	-0.2665288280131705	-0.1474017441266749	-0.9675446505598837	-1.234343624869777	0.424835578692805	0.05110242484982122	-0.12249543511493631	0.08622131034909858	0.7725151836504843	-0.009195829375043908	-0.12666916091925912	0.30481217029614627	193.591	175.18	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	53.1	205	0	2	2	2	13	0	0	66	3	-0.4809852150164579	0.3073964894414978	0.3073964894414978	0.4809852150164579	-1.77	87.79732954515534	2	0	0	1	3	2	0	0	0	0	2	1	1	0	0	0	0.1	0.9537260700040203	0.35234017414847557	0.0025079894247511947	0.3006768753906534	0.8075588532093803	0.1616404949664328	2.5384456868168352	1.7949999999999995	49.638500000000015	13	156.489	221.8691454802721	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	164.555	8.066	0.951
931	-0.053981133445261315	0.20772994312991608	-1.0755894569724078	-0.47799222562160487	-1.1045074052299824	0.44912273350921067	0.2191355532432716	-0.1709998428825486	0.20607360240747302	-0.19033599449380836	-0.07406937850602095	-0.03789740457062386	155.301	128.17	C1=CC=C2C=CC=CC2=C1	0.0	80	0	0	0	0	10	0	0	48	0	-0.06162971144687501	0.06292384158258316	0.06162971144687501	0.06292384158258316	-1.2999999999999998	71.35283165257466	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0.0	0.9611359881959699	0.40042671422782383	0.004696426783224699	0.2760753741182944	0.7239246258859109	1.2959208487511759e-11	2.0871280437909068	2.839800000000001	43.94800000000003	10	126.662	175.45930050469232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.675	3.013	0.977
932	2.3069071823255247	1.4954474988552366	0.4153094223406762	-0.27356344153018974	0.10054099095503059	0.8198620259643906	-1.2282932739873187	0.6821148578115742	-1.3573077344001476	-0.08669636063435308	0.048433427338116654	-0.32369307237530676	270.701	272.25	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	87.0	363	0	3	5	1	20	1	0	102	5	-0.5079666065471226	0.2931358479950834	0.2931358479950834	0.5079666065471226	-2.6899999999999995	131.35491787775572	3	0	0	1	5	3	0	1	0	1	2	2	0	0	0	0	0.13333333333333333	0.9737860338644451	0.4669516660334721	0.001095067988790222	0.22746595404709236	0.8347444761945246	0.1469045905146382	3.562548582640908	2.5099000000000022	70.19490000000002	20	228.412	303.06653268652593	1	1	0	3	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	239.156	10.745	0.955
980	0.6659404572005978	0.5636308385123986	-1.150749586832354	-0.25187736402543603	0.06878290375069643	0.024382939023212227	-0.3991591821803223	-0.2663808835409151	0.07852035695271303	-0.009283773356192161	-0.2211264805664811	-0.13703981959983463	151.291	139.11	C1=CC(=CC=C1[N+](=O)[O-])O	66.0	123	0	1	3	0	10	0	0	52	4	-0.5079581647909615	0.2930921655866182	0.2930921655866182	0.5079581647909615	-1.5799999999999998	63.99013535315909	1	0	0	0	4	1	0	0	0	0	1	1	0	0	0	0	0.0	0.9867854404971673	0.5926663223906868	0.00671247974472857	0.1620323869564704	0.8379676131493702	1.2753838082373887e-10	2.353379860617917	1.3003999999999998	34.7612	10	115.888	158.26986953038735	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	119.751	3.863	0.968
1140	-0.13772383391704285	-0.05489826446959283	-0.7635663681327907	-0.20614490056613186	-1.1082458872320378	0.2632108908160066	0.33159574643128453	-0.24586770902906505	0.20193975049100457	-0.18086716492181382	-0.04281445023539999	-0.17236561654214097	128.667	92.14	CC1=CC=CC=C1	0.0	42	0	0	0	0	7	0	0	36	0	-0.06224908578199481	0.06254971751970131	0.06224908578199481	0.06254971751970131	-0.78	55.0361092352361	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9511465553961242	0.35670508785598604	0.008018485363771444	0.30873974502497664	0.7023912062425228	0.05982513409235295	1.7596480326317203	1.99502	31.17899999999999	7	100.296	151.50558857040355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.217	2.921	0.972
1254	1.3806562114684293	-1.5055942706614382	-0.3089420020374554	0.42720848026296604	-0.7104026044546773	-0.2057635406091712	0.48271958550506994	0.004820122909549411	-0.12177442197535286	0.3793536824634129	-0.12223031862566702	-0.23260927682435506	208.004	156.26	CC1CCC(C(C1)O)C(C)C	20.2	120	0	1	1	1	11	3	0	66	1	-0.39282090888948124	0.21045980546925236	0.21045980546925236	0.39282090888948124	-0.04	97.99821291754922	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1.0	0.9378661097667994	0.29308807112296026	0.002848984697295549	0.346997348910463	0.7766659892838718	0.3003291355191084	2.3104704988825464	2.4395000000000007	47.34980000000002	11	173.372	245.27454406945157	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	185.323	11.950	0.936
1738	-0.6854810966333438	0.48616591627561073	-0.3121626150614412	1.0644140841655445	1.293741021801986	-0.07235129039177492	-0.1695086058013874	0.6783602515151981	0.4718242396083105	0.8599724654434668	-0.6165109411393442	-0.060896498083948765	203.838	182.17	COC1=C(C=CC(=C1)CC(=O)O)O	66.8	181	0	2	4	3	13	0	0	70	4	-0.504254602281173	0.3073171596154548	0.3073171596154548	0.504254602281173	-1.71	89.61280981456204	1	0	0	0	4	2	0	0	0	0	1	1	0	0	0	0	0.2222222222222222	0.9588506314644877	0.3770004439834104	0.0021713969429068116	0.2839110187015522	0.803636939101424	0.22042639855080676	2.732927144109449	1.0278999999999998	45.99860000000002	13	161.952	226.66737735956886	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	169.765	7.813	0.954
