cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount_2	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
85755	0.39702093423579576	-1.0667281380429132	0.20271976164378117	0.9481757363832407	-1.279749988556598	0.1320789891073292	0.3024858616558665	-0.0549961265531628	-0.0930089974132544	0.11486545690777294	-0.43528204596925907	-0.5099236433640133	227.175	168.28	CC1=CCC(CC1)C(C)(C)OC	9.2	179	0	0	1	2	12	1	0	70	1	-0.3785150023685082	0.06533527223419881	0.06533527223419881	0.3785150023685082	-0.3	103.90619321894519	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0.8181818181818182	0.9537926926891405	0.35807051187349354	0.003315108645285987	0.30046547118229555	0.9304167978410591	0.4520086044650148	2.488282465255631	3.1578000000000017	52.18600000000004	12	185.937	265.43507515100185	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	6	27	0	0	0	198.645	12.708	0.936
90720	-0.3372685897312902	-2.33025692761264	0.7521178776824229	0.4438384686989664	0.020229055010161222	-0.35424344489471665	-0.5712202403569439	-1.2454775301908825	-0.30780177927871083	0.03008471320690685	0.13188199160439612	-0.34415563282980527	298.982	236.35	CC1=C(C(CCC1)(C)C)C=CC(C)OC(=O)C	26.3	348	0	0	2	4	17	1	1	96	2	-0.45860745057313357	0.3027078697459882	0.3027078697459882	0.45860745057313357	-1.05	138.45776274506238	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0.6666666666666666	0.9740408223497408	0.4708594385368643	0.001646846909262116	0.22637242852485479	0.9130813736043134	0.3207334498220734	3.3294341047892537	4.020800000000003	70.70000000000005	17	247.697	349.7582901374067	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	3	0	0	0	0	265.066	17.369	0.934
91469	1.7029039976176066	0.887038437553054	-0.36732944997557626	0.06550624980831321	-0.24570076128850143	0.5977021073670973	-0.5808754507824799	0.4023904013430134	-0.7833720775253535	-0.002082014222244276	0.09927774152944144	-0.6103542107777614	262.717	242.27	C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O	49.7	273	0	2	3	1	18	1	0	92	3	-0.5079666421735157	0.2930955307980986	0.2930955307980986	0.5079666421735157	-2.1599999999999997	125.1224327677243	3	0	0	1	3	2	0	1	0	1	2	2	0	0	0	0	0.2	0.995797832674844	0.7515978697926078	0.0032880507896518546	0.0915787990753504	0.9659726273731226	0.18619334442669258	3.690817966401653	2.816500000000002	68.15360000000003	18	219.033	304.7987372995897	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	230.987	11.954	0.948
92109	1.5020015522863783	-1.7784901399041004	1.1825520724920624	-0.2984052647445503	0.21092053306459424	-0.3152654551754917	-0.701305534484903	-0.6109498573340457	0.435274671673598	0.17312265371361144	-0.38226902888640946	0.38837386396282364	336.920	332.4	CC12C(CCC3(C1C(C45C3CCC(C4)C(=C)C5)C(=O)O)OC2=O)O	83.8	685	0	2	5	1	24	8	0	130	5	-0.4810009042335736	0.3149740450585197	0.3149740450585197	0.4810009042335736	-1.36	174.50713974140646	5	0	4	1	5	2	1	5	4	1	0	0	0	4	1	5	0.7894736842105263	0.8880567314823933	0.1754570944498622	0.0007253345594374149	0.45973388135834475	0.863188284608044	0.46571398400874475	3.0074939649514127	2.1362	83.80760000000004	24	293.902	383.11448089878434	2	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	6	27	0	0	0	322.254	28.352	0.912
92180	-0.303633329119633	-1.08214578537795	-1.2213546898243475	-0.2166647206113538	-0.15545073454705083	-0.7884286851217196	1.1458826806610911	0.10128848328685075	-0.581153446203495	-0.5125598436063191	1.056218019552625	-0.7133008067900231	235.215	203.24	CC(=CCNC1=NC=NC2=C1NC=N2)C	66.5	236	0	2	4	3	15	0	0	78	5	-0.3646961157763589	0.18224872235600922	0.18224872235600922	0.3646961157763589	-1.91	106.04687150515103	2	0	0	2	5	2	0	0	0	0	2	0	2	0	0	0	0.3	0.9855035057710351	0.575312293186685	0.002490796996796055	0.16965506214964332	0.8777134050782579	0.13844526287687214	3.2343914934672675	1.7309999999999999	59.60440000000002	15	188.581	265.0519795888232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	196.397	7.816	0.960
92249	0.2868542950342303	1.0065661468651588	0.6512382658530013	-0.4936466393247228	-0.6244666617080971	-0.8600649314787348	0.5928873540325263	-0.7693417636521497	0.2306689424202044	-0.23746578454154516	0.18545503775986436	0.08357042944251057	189.301	175.18	CC1=CC(=O)OC2=C1C=CC(=C2)N	52.3	260	0	1	3	0	13	0	0	66	3	-0.42262998545401054	0.3359611897545898	0.3359611897545898	0.42262998545401054	-1.7699999999999998	87.54508715268128	2	0	0	1	3	2	0	0	0	0	2	1	1	0	0	0	0.1	0.9551433416801588	0.3738758713154501	0.002111895410466352	0.2961438786199362	0.7069235634761404	0.026810154744901223	2.5420289728175876	1.6836199999999997	51.633400000000016	13	154.313	208.78680918621947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	159.850	5.537	0.965
92841	-1.856453803640133	-0.21472724096401644	0.15097927375864637	1.2763963956504365	0.21361498946925458	0.5702439707242818	-0.7010103069996867	-0.38472992681664003	0.14399834613545234	-0.4636455351453526	0.9411395574655449	1.0460238546833065	228.495	192.21	COC1=CC=C(C=C1)C=CC(=O)OC	35.5	203	0	0	3	4	14	0	1	74	3	-0.49676782420519666	0.32998507555875944	0.32998507555875944	0.49676782420519666	-1.77	99.81476922036698	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.18181818181818182	0.9958067923681844	0.750594587531022	0.0044897914790949685	0.09148132199190961	0.911525564068513	0.024719568530572916	3.4004691562588856	1.8813999999999997	54.044000000000025	14	181.343	255.56621294651356	1	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	188.064	6.721	0.964
94156	1.001290693642473	0.014242788056513092	-0.016129395625451307	-0.5305993237798026	-1.5653831470049038	1.109213532554878	-0.152413453694033	0.5513173126584833	-0.4939117906892047	-0.12568114907964517	-0.07929100397033324	-0.27266669346119987	241.245	210.27	C1CC2=CC=CC=C2OC1C3=CC=CC=C3	9.2	220	0	0	1	1	16	1	0	80	1	-0.48544478912301253	0.1240459768263461	0.1240459768263461	0.48544478912301253	-1.7599999999999993	115.3606247470778	3	0	0	1	1	0	0	1	0	1	2	2	0	0	0	0	0.2	0.9430904771723102	0.31390604082830614	0.0018677176785291715	0.3325362414337786	0.9178459978481128	0.3989769456597317	2.8120827548530083	3.752900000000002	64.57400000000004	16	201.395	276.8234182646783	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	212.013	10.618	0.950
94307	-1.9255949858122845	0.1407103910647612	0.08231377094634461	1.9089068844731185	0.5371635855946618	0.5980380633999935	-0.7327435094332104	-0.24271502800795586	0.15731930033994143	-0.2546843095039429	0.7717957342163461	0.6416113456374538	259.022	222.24	COC1=C(C=C(C=C1)C=CC(=O)OC)OC	44.8	249	0	0	4	5	16	0	1	86	4	-0.4928695648974676	0.3299850936231554	0.3299850936231554	0.4928695648974676	-1.97	114.10319756460609	1	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0.25	0.9895599931832219	0.6297572472779822	0.0019639108523140554	0.14412154554826972	0.85909632545253	0.027826758160718137	3.698567688681831	1.89	60.59600000000003	16	207.068	288.910481315018	1	1	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	214.999	7.931	0.963
94525	-0.5778106343633177	1.9034369557739466	1.2297566565195395	0.44423807567777296	-0.8524221517395706	-0.6627967363237166	0.9916311688671456	-0.30657309818929607	0.8795682245287259	0.38478987396397274	-0.03412750702922305	0.6134952612313225	258.834	252.26	COC1=CC=CC2=C1C(=O)C=C(O2)C3=CC=CC=C3	35.5	368	0	0	3	2	19	0	0	94	3	-0.4958401935580395	0.19658233148453766	0.19658233148453766	0.4958401935580395	-2.5499999999999994	126.47463412726621	3	0	0	1	3	0	0	0	0	0	3	2	1	0	0	0	0.0625	0.9875200607139943	0.6018467623541406	0.0018152395063393586	0.1574932687051387	0.8436770276881129	0.010187313096876639	3.4212533017599203	3.4686000000000012	74.47200000000002	19	221.422	288.0291814976372	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	228.800	7.378	0.968
96744	-0.9641870616800281	-0.3387828549713293	-0.38880799312359404	-1.0145462406560601	-0.28026219940438757	0.2551717492797059	-0.16785600843802057	-0.14032003876956586	0.21097881878914793	-0.04852445344968064	-0.057083401424255296	0.09199720012025636	155.617	138.14	CC(=O)C1=CC=CC=C1F	17.1	133	0	0	2	1	10	0	0	52	2	-0.2943969312310309	0.1622409698164071	0.1622409698164071	0.2943969312310309	-1.1800000000000002	68.32313835243487	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.125	0.9367304771938094	0.31546864993043383	0.00300597613886867	0.3500514434997493	0.6554541734267734	0.04613491119458175	2.126415412313776	2.0282999999999998	36.40450000000001	10	123.244	171.16181109055674	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	127.261	4.017	0.968
98955	-1.640204931030209	-0.39344588149992066	-0.22655375736608072	0.7850744347441013	0.16661507837434772	0.6847522110913867	-0.7145898287576201	-0.6234884814166953	0.09869817192321773	-0.6476826841101931	0.7378739974680131	0.7254637127412712	214.118	196.63	COC(=O)C=CC1=CC=C(C=C1)Cl	26.3	193	0	0	2	3	13	0	1	68	3	-0.465851046801251	0.32998507547445366	0.32998507547445366	0.465851046801251	-1.2799999999999998	94.42463660284173	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.1	0.997709710531174	0.8107850627235348	0.005658600383301155	0.06764121163759058	0.9337303889022219	0.01865140083533695	3.523475136099061	2.526200000000001	52.502000000000024	13	169.321	224.67827951934183	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	175.366	6.045	0.966
99106	-0.40015398530051477	-1.3239351016604926	-1.2494414102557594	-0.0765176223518298	-0.11689446658814967	-1.189675789930653	1.155517327195284	0.028580032329914077	-1.2656188717854733	-0.525246778055978	0.6012862924756209	-0.2723372160722897	236.923	172.69	CC(=CCCC(=CCCl)C)C	0.0	150	0	0	0	4	11	0	1	64	1	-0.12219894069315097	0.058783522853014664	0.058783522853014664	0.12219894069315097	-0.23000000000000004	98.83228872276494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.9968348862661429	0.780848549813666	0.00599473253157757	0.07949974542579363	0.9575318469921099	0.13801962458759906	3.4422928300674087	3.917900000000003	53.14200000000004	11	181.300	268.50380232442257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	194.353	13.052	0.933
99514	1.0997296007809862	-1.8544757220113037	0.756536091207197	-0.1925639969586963	0.08693505318015794	-0.23656902533425184	-0.8958828256969898	-0.807732545539375	0.5361660504347577	0.4123563543352384	-0.5204681903213019	0.2170939203736294	339.213	318.4	CC12CCC3C4(CCCC(C4CCC3(C1)CC2=O)(C)C(=O)O)C	54.4	583	0	1	3	1	23	6	0	128	3	-0.4808214019433583	0.3091496464146674	0.3091496464146674	0.4808214019433583	-0.8600000000000001	181.00288980269323	4	0	2	0	3	1	1	4	4	0	0	0	0	4	0	4	0.9	0.9571566986154642	0.3726901710258804	0.0010584481977134212	0.2895704651644319	0.9242881129557424	0.38260477953608485	3.2376230832460364	4.443100000000004	87.92980000000006	23	308.086	397.6273181730582	2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	335.515	27.429	0.918
100617	-1.149235169573416	0.5187327662259252	1.4816256437773874	-0.8685637113274162	0.327296880717261	-0.7436389953262119	0.12258852096477185	-0.33864250117250116	-0.6393887477287968	0.04200052878650352	-0.14937842437600296	-0.6378622988508577	240.412	244.2	CC(=O)OC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	65.7	402	0	0	5	2	18	0	0	90	5	-0.46025244798642684	0.33582596809340526	0.33582596809340526	0.46025244798642684	-2.56	111.80011593078338	3	0	0	2	5	0	0	0	0	0	3	1	2	0	0	0	0.07692307692307693	0.9010040084988147	0.2348331892354694	0.0007240130007785504	0.4338107613569167	0.6250642246153796	0.056643457009419945	2.896438830073376	2.4645	63.56500000000001	18	197.070	261.73597094529515	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	206.515	9.445	0.954
101693	-0.35796162357580547	-1.4242043330668457	-1.2647859400447776	0.025710728148058037	-0.220172764838543	-1.3334732779047063	1.25728280682688	-0.041894063194642	-1.470195766460038	-0.5730424711833425	0.64245611949914	-0.43020171845724975	227.512	172.69	CC(=CCCC(C)(C=C)Cl)C	0.0	154	0	0	0	4	11	1	0	64	1	-0.11507058787610036	0.0597787928341444	0.0597787928341444	0.11507058787610036	-0.23000000000000004	98.83228872276493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.9710685204701558	0.4486486896992608	0.002931903881852988	0.23880102292892874	0.8971932666760605	0.26667598483360755	2.815076371719808	3.9163000000000032	53.12000000000003	11	180.123	264.743488798759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	194.074	13.952	0.928
102928	0.26824895300539314	0.6146337719208619	1.7276548434857597	0.12628743877649692	-1.5966156215952407	1.3678976192659797	-0.022500235234045346	1.41457790896386	-0.6793570696550625	-0.12034925757737457	0.28302335321331623	0.3380178848670729	273.314	254.28	COC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2	35.5	320	0	0	3	2	19	1	0	96	3	-0.49676818011386753	0.17015156787383898	0.17015156787383898	0.49676818011386753	-2.2899999999999996	131.00063419102506	3	0	0	1	3	0	0	1	0	1	2	2	0	0	0	0	0.1875	0.9909434444016968	0.6507482192730902	0.0019060110178413536	0.13427989424072817	0.8772154968779968	0.04256041226358811	3.681875515627054	3.4017000000000017	71.75250000000004	19	229.755	306.09040682576415	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	6	6	0	0	0	0	239.241	9.487	0.960
103607	-0.04916240497954485	-2.300183440144115	1.0336516349636178	0.24954615474278355	-0.08090278497000102	-0.13379905245200685	-0.594957472440469	-0.978527567202003	-0.18567075387040402	0.08205689355570163	-0.08066358712575605	-0.5858860764300043	301.168	236.35	CC1=CCCC(C1C=CC(C)OC(=O)C)(C)C	26.3	337	0	0	2	4	17	2	1	96	2	-0.45861926919941326	0.302707690931187	0.302707690931187	0.45861926919941326	-1.05	138.45776274506238	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0.6666666666666666	0.9799553843546707	0.520418420023351	0.001778700205833683	0.1992170792735648	0.9275065027470591	0.2910717125284053	3.4316417911834245	3.876700000000003	70.63000000000005	17	248.892	361.7076671346578	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	3	0	0	0	0	271.487	22.595	0.917
107126	0.7846917839783769	-1.5445091677420102	0.16793261608043517	-0.37969107683409287	0.42866567144118645	-0.4844870745483037	-0.15414429250211384	0.2663031355070162	0.10116777232336649	0.6886219904856986	-0.33482037583350627	0.447629421112981	269.259	212.28	CCCCCC1C(CCC1=O)CC(=O)O	54.4	235	0	1	3	6	15	2	0	86	3	-0.4812225286702776	0.30314686430012683	0.30314686430012683	0.4812225286702776	-0.8600000000000001	119.05114134642997	1	0	0	0	3	1	0	1	1	0	0	0	0	1	0	1	0.8333333333333334	0.9782689575246484	0.5029759845313181	0.0019980423272884826	0.20733993041292775	0.8879182738329672	0.190687886293549	3.2522409373491885	2.6367000000000003	57.615800000000036	15	213.801	312.48811167192457	2	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	230.412	16.611	0.928
107670	1.3520303241758338	-2.889792733152779	0.11411149410247283	-0.118601641976326	0.6184738568519715	-0.6498618957744746	0.10811832846028809	0.03710972288291929	0.8015639210476881	1.1748471517222658	-0.7002473457502513	0.13519948016921646	663.933	614.9	CC(CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	155.0	1030	0	4	7	11	42	11	0	244	10	-0.7479410459226614	0.21950824114999942	0.21950824114999942	0.7479410459226614	-0.7800000000000002	335.5280150834412	4	1	0	0	9	4	0	4	4	0	0	0	0	4	0	4	0.96875	0.9901995101200646	0.638849612149801	0.0002710913704227873	0.13966005211936683	0.9139567153499942	0.13619658671419	6.349139300240628	2.882100000000004	161.05169999999976	42	583.855	749.6618804479832	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	639.340	55.485	0.913
107905	1.3174983904405775	1.1166475320711617	0.38343028640181265	-0.2308156177427971	1.354315697249761	0.8133150820546691	-1.7394188546523932	1.139815810034207	-0.8421400856981895	0.22980638111010587	-0.5594467973960076	-0.6143991837352886	424.965	442.4	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	177.0	649	0	7	10	4	32	2	0	166	10	-0.5076790312068092	0.33833915630728656	0.33833915630728656	0.5076790312068092	-4.47	205.84393847002318	4	0	0	1	10	7	0	1	0	1	3	3	0	0	0	0	0.13636363636363635	0.9038982360689481	0.21888606264758143	0.00017976294671988283	0.4277475643781555	0.6927318242377244	0.22090580914865102	4.646703473073523	2.5276000000000027	107.25609999999999	32	359.500	467.077912617409	1	1	0	7	0	0	1	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	379.055	19.555	0.948
107985	2.089389151795156	-1.5182802925470913	1.126167775030907	0.3127066341789489	-0.7588124268961249	-0.3203807612769271	-0.0012154739431504042	-0.5681304831456377	0.5483923773590074	0.6691204928709307	-0.25020636189967876	-0.13597448371207022	347.114	360.4	CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C	84.1	819	0	1	6	1	26	9	0	140	6	-0.45776939554486656	0.333915481024387	0.333915481024387	0.45776939554486656	-0.95	185.1586291268982	7	0	0	4	6	1	2	7	3	4	0	0	0	2	3	5	0.85	0.9443550949254826	0.32936647586179185	0.0008594267004501408	0.32892773475078496	0.9864603716127972	0.414874410146356	3.3480046192044943	1.1030999999999997	87.08980000000004	26	313.543	411.5326010511737	1	1	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	54	0	0	0	337.960	24.417	0.928
108507	-0.7521350005296079	-1.3506264498339586	-0.7856007113837135	0.6540999439617212	-0.07908535088065072	-1.3432678036992483	1.3237688228395446	0.33637625916165254	-1.3142316242332763	-0.483595436330243	0.621553624441082	-0.23345907644128164	237.373	168.28	CC(=CCCC(C)(C=C)OC)C	9.2	166	0	0	1	5	12	1	0	70	1	-0.3744528510856248	0.08305228574651043	0.08305228574651043	0.3744528510856248	-0.56	104.22242134029017	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.6363636363636364	0.9808913970104832	0.5319146606620082	0.0036756135304431316	0.1945560774450975	0.9544425329922732	0.26774148929842273	2.919270835566678	3.323900000000002	54.27600000000004	12	190.807	286.8242580734602	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	6	9	0	0	0	204.655	13.848	0.932
